Stein,Herkunft,Besonderheit,Qualität,Farbe,transparent,Schliff,Cut/Rough,Karat,Abmessung,Anmerkung,Versand, Preis,Anzahl,Summe  Karat,Preis/Karat,,,,,,,,,
Saphir,,,,,,,,,,,,"10678,57",48,"298,93","35,72",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"85288,04","9,92",,"8129,55","7371,17",,,,,,,,,,"88271,62"
Stein,Herkunft,Besonderheit,Qualität,Farbe,transparent,Schliff,Cut/Rough,Karat,Abmessung,Preis,durchschnittlicher Karatpreis,Anmerkung,Versand,,,SG,RI,Chelsea,UV kurz,UV lang,Dichroskop,Polariskop,Spektroskop,
Alexandrit,Indien,,SI,,transparent,oval,Cut,"1,46","8,2x5,39x3,78","700,8",480,uv,,,,1,,,,,,,,"1051,2"
Amazonit,Vietnam,,VVS,hell grün,transparent,Kissen,Cut,"5,55","12,3x8,88x2,4",1980,"356,76",DSEF,,,,1,,,,,,,,2970
Amethyst,Kambodscha,2 Stck,VS,Violett,transparent,oval,Cut,"6,3",,53,"8,41",,,,,,,,,,,,,
Amethyst,Uruguay,,VS,,transparent,Trilliant,Cut,"21,54","22,55x20,05x9,76","9,66","0,45",,,,,1,,,,,,,,"14,49"
Amethyst,Sambia,,IF ,,transparent,Oval,Cut,"29,9","22,5x18x12,4","75,61","2,53",,,,,1,,,,,,,,"113,42"
Amethyst,Ruanda,,VVS,Violett,transparent,Tropfen,Cut,30,"28,54x16,43x12,04","31,88","1,06",,,,,,,,,,,,,
Amethyst,Brasilien,,IF ,,transparent,Checkerboard,Cut,"42,25","28,04x19,08x12,21","7,58","0,18",,,,,1,,,,,,,,"11,37"
Amethyst,Uruguay,,IF ,Violett,transparent,oval,Cut,"217,6",45 X 35 X 24,"42,46","0,2",,,,,1,,,,,,,,"63,69"
Andesin,Kongo,,IF ,Orange-rot,transparent,Smaragd,Cut,"3,84","11x9x5,7",792,"206,25",behandelt!!!,,,,1,,,,,,,,1188
Apatit,Brasilien,,VVS,Neon-Blau,transparent,oval,Cut,"1,02",7.08 x 5.10 x 3.73,"7,86","7,71",Ebay,1,"-6,86",,1,,,,,,,,"11,79"
Apatit,Madagaskar,,VVS,,transparent,Rund,Cut,"1,43","7,1x7,1x4,8","18,81","13,15",'–,'–,,,1,,,,,,,,"28,22"
Apatit,Brasilien,,VVS,Blau ,transparent,Kissen,Cut,"1,52","9,00x6,70x2,95","7,39","4,86",,,,,1,,,,,,,,"11,09"
Apatit,Brasilien,,VVS,Blau ,transparent,Oval,Cut,"1,65","9,10x7,00x4,05","7,39","4,48",,,,,1,,,,,,,,"11,09"
Apatit,Mozambique,,VVS,,transparent,Tropfen,Cut,"1,65","10,20x6,10x4,10","7,73","4,68",,,,,1,,,,,,,,"11,6"
Apatit,Brasilien,,VVS,Blau ,transparent,Oktagon,Cut,"1,73","7,90x6,00x4,25","20,36","11,77",,,,,1,,,,,,,,"30,54"
Apatit,Brasilien,,VVS,Blau ,transparent,Oktagon,Cut,"1,78","8,00x5,95x4,25","27,03","15,19",,,,,1,,,,,,,,"40,55"
Apatit,Madagaskar,,VVS,,transparent,Smaragd,Cut,"1,86","7,9x5,9x3,95","20,84","11,2",,,,,1,,,,,,,,"31,26"
Apatit,Madagaskar,,VVS,,transparent,oval,Cut,"2,14",9.45x7.20x4.55 ,"24,85","11,61",,,,,1,,,,,,,,"37,28"
Apatit,Madagaskar,,IF ,,transparent,Smaragd,Cut,"2,47",11.45x5.85x3.80,"39,1","15,83",,,,,1,,,,,,,,"58,65"
Apatit,Madagaskar,Farbwechsel,VVS,,transparent,Kissen,Cut,"5,3","12,40x8,90x5,90","46,73","8,82",,,,,1,,,,,,,,"70,1"
Apatit,Madagaskar,,IF ,,transparent,Marquise,Cut,"8,34","18,6x10,1x7","42,04","5,04",,,,,1,,,,,,,,"63,06"
Apatit,Mozambique,,VVS,,transparent,Trilliant,Cut,"51,91","25,70x25x14,7","189,79","3,66",,,,,1,,,,,,,,"284,69"
Aquamarin,Brasilien,,VS,Blau ,transparent,Oval,Cut,"2,2",12x7 ,"56,26","25,57",,,,,1,,,,,,,,"84,39"
Aquamarin,Brasilien,,VS,blau,transparent,Oval,Cut,"3,06","8,05x10,8x6,25","57,22","18,7",,,,,1,,,,,,,,"85,83"
Aquamarin,Vietnam,Luc Yen,SI,blau,transparent,Tropfen,Cut,"3,07",,60,"19,54",,,,,,,,,,,,,
Aquamarin,Afghanistan,,VS,blau,transluzent,Oval,Cut,"5,75",15x10,"32,21","5,6",,,,,1,,,,,,,,"48,32"
Aquamarin,Brasilien,Hitze behandelt,VS,blau,transparent,Fancy,Cut,"6,96","12,12x10,38x7,62",210,"30,17",,,,,,,,,,,,,
Beryll,Brasilien,,IF ,gelb ,transparent,Trilliant,Cut,"2,45","9,80x9,50x5,70","7,92","3,23",Ebay,"12,99","5,07",,1,,,,,,,,"11,88"
Beryll,Ukraine,,SI,Grün ,transparent,Tropfen,Cut,"3,17",,72,"22,71",,,,,1,,,,,,,,108
Beryll,Brasilien,,IF ,gelb,transparent,oval,Cut,"5,15","14,2x10,1x6,1","58,07","11,28",'–,'–,,,1,,,,,,,,"87,11"
Beryll,Ukraine,,VS,Grün ,transparent,Marquise,Cut,"7,45",,96,"12,89",,,,,1,,,,,,,,144
Beryll,Tansania,No treatment,,weiß,transpartent,,Rough,"58,9",,"108,4","1,84",,,,,,,,,,,,,
Charoit,Russland,,VS,,Opaque,freiform,Cut,"34,13",28x16x10,"18,88","0,55",,,,,1,,,,,,,,"28,32"
Chromdiopsid,Russland,,VVS,grün ,transparent,oval,Cut,"3,01","10,10x8,10x5,3","40,75","13,54",Ebay,"56,46","15,71",,1,,,,,,,,"61,13"
Chromdiopsid,Russland,,IF ,grün ,transparent,oval,Cut,"3,67","11,2x9,1x5,1","54,82","14,94",Ebay,"59,99","5,17",,1,,,,,,,,"82,23"
Chromdiopsid,Russland,,VVS 2,grün ,transparent,Rund,Cut,"3,93","10,10x10,10x6,10","69,71","17,74",,,,,1,,,,,,,,"104,57"
Chromdiopsid,Russland,,VS,grün ,transparent,Rund,Cut,"4,04","10,10x10,10x6,10","43,77","10,83",'–,'–,,,1,,,,,,,,"65,66"
Chromdiopsid,Russland,,IF ,grün ,transparent,Smaragd,Cut,"4,35","11,22x9,13x4,99","114,22","26,26",,,,,1,,,,,,,,"171,33"
Chrysoberyll,Vietnam,,VVS,gelb,transparent,Oval,Cut,"0,81",,8,"9,88",,,,,,,,,,,,,
Chrysoberyll,Sri Lanka,,IF ,,transparent,oval,Cut,"1,28",7.80x5.95x3.20,"29,53","23,07",, ,,,1,,,,,,,,"44,3"
Chrysoberyll,Sri Lanka,,IF ,,transparent,Trilliant,Cut,"1,43","6,75x6,75x4,65","39,26","27,45",, ,,,1,,,,,,,,"58,89"
Chrysoberyll,Sri Lanka,,IF ,,transparent,Oktagon,Cut,"1,52",5.80x5.80x4.55,"28,58","18,8",,,,,1,,,,,,,,"42,87"
Chrysoberyll,Sri Lanka,,IF ,,transparent,Oval,Cut,"1,94","8,40x6,00x4,40","25,11","12,94",,,,,1,,,,,,,,"37,67"
Chrysoberyll,Sri Lanka,,VVS,,transparent,Tropfen,Cut,"2,82","11,50x7,85x4,75","34,88","12,37",,,,,1,,,,,,,,"52,32"
Chrysoberyll,Indien,Katzenauge,VS,,transparent,Cabochon,Cut,"6,7","10,32x12,78x7,17","11,31","1,69",,,,,1,,,,,,,,"16,97"
Danburit,Tansania,Katzenauge,I ,gelb,transparent,Cabochon,Cut,"3,55","10x10x4,6",60,"16,9",,,,,1,,,,,,,,90
Danburit,Tansania,,SI,gelb,transparent,rund,Cut,"4,3","10,2x10,2x6,9",60,"13,95",,,,,1,,,,,,,,90
Danburit,Mali,,VS,Gelb,transparent,oval,Cut,"4,61","11,95x8,70x6,90","69,1","14,99",,,,,1,,,,,,,,"103,65"
